"arc_length","N"
0,0.152027
0.025,0.152022
0.05,0.152017
0.075,0.152012
0.1,0.152007
0.125,0.152001
0.15,0.151996
0.175,0.15199
0.2,0.151984
0.225,0.151978
0.25,0.151972
0.275,0.151965
0.3,0.151959
0.325,0.151952
0.35,0.151945
0.375,0.151938
0.4,0.151931
0.425,0.151924
0.45,0.151916
0.475,0.151908
0.5,0.1519
0.525,0.151892
0.55,0.151884
0.575,0.151876
0.6,0.151867
0.625,0.151859
0.65,0.15185
0.675,0.151841
0.7,0.151832
0.725,0.151822
0.75,0.151813
0.775,0.151803
0.8,0.151793
0.825,0.151783
0.85,0.151773
0.875,0.151763
0.9,0.151753
0.925,0.151742
0.95,0.151731
0.975,0.15172
1,0.151709
1.025,0.151698
1.05,0.151686
1.075,0.151675
1.1,0.151663
1.125,0.151651
1.15,0.151639
1.175,0.151627
1.2,0.151614
1.225,0.151602
1.25,0.151589
1.275,0.151576
1.3,0.151563
1.325,0.15155
1.35,0.151536
1.375,0.151523
1.4,0.151509
1.425,0.151495
1.45,0.151481
1.475,0.151467
1.5,0.151452
1.525,0.151438
1.55,0.151423
1.575,0.151408
1.6,0.151393
1.625,0.151378
1.65,0.151363
1.675,0.151347
1.7,0.151331
1.725,0.151315
1.75,0.151299
1.775,0.151283
1.8,0.151267
1.825,0.15125
1.85,0.151234
1.875,0.151217
1.9,0.1512
1.925,0.151182
1.95,0.151165
1.975,0.151147
2,0.15113
2.025,0.151112
2.05,0.151094
2.075,0.151075
2.1,0.151057
2.125,0.151038
2.15,0.15102
2.175,0.151001
2.2,0.150982
2.225,0.150962
2.25,0.150943
2.275,0.150923
2.3,0.150904
2.325,0.150884
2.35,0.150864
2.375,0.150843
2.4,0.150823
2.425,0.150802
2.45,0.150782
2.475,0.150761
2.5,0.150739
2.525,0.150718
2.55,0.150697
2.575,0.150675
2.6,0.150653
2.625,0.150631
2.65,0.150609
2.675,0.150587
2.7,0.150564
2.725,0.150541
2.75,0.150519
2.775,0.150496
2.8,0.150472
2.825,0.150449
2.85,0.150425
2.875,0.150402
2.9,0.150378
2.925,0.150354
2.95,0.150329
2.975,0.150305
3,0.15028
3.025,0.150256
3.05,0.150231
3.075,0.150205
3.1,0.15018
3.125,0.150155
3.15,0.150129
3.175,0.150103
3.2,0.150077
3.225,0.150051
3.25,0.150024
3.275,0.149998
3.3,0.149971
3.325,0.149944
3.35,0.149917
3.375,0.14989
3.4,0.149862
3.425,0.149835
3.45,0.149807
3.475,0.149779
3.5,0.149751
3.525,0.149722
3.55,0.149694
3.575,0.149665
3.6,0.149636
3.625,0.149607
3.65,0.149578
3.675,0.149548
3.7,0.149518
3.725,0.149489
3.75,0.149459
3.775,0.149428
3.8,0.149398
3.825,0.149367
3.85,0.149337
3.875,0.149306
3.9,0.149274
3.925,0.149243
3.95,0.149212
3.975,0.14918
4,0.149148
4.025,0.149116
4.05,0.149084
4.075,0.149051
4.1,0.149019
4.125,0.148986
4.15,0.148953
4.175,0.148919
4.2,0.148886
4.225,0.148852
4.25,0.148819
4.275,0.148785
4.3,0.148751
4.325,0.148716
4.35,0.148682
4.375,0.148647
4.4,0.148612
4.425,0.148577
4.45,0.148541
4.475,0.148506
4.5,0.14847
4.525,0.148434
4.55,0.148398
4.575,0.148362
4.6,0.148325
4.625,0.148289
4.65,0.148252
4.675,0.148215
4.7,0.148177
4.725,0.14814
4.75,0.148102
4.775,0.148064
4.8,0.148026
4.825,0.147988
4.85,0.147949
4.875,0.147911
4.9,0.147872
4.925,0.147833
4.95,0.147793
4.975,0.147754
5,0.147714
5.025,0.147674
5.05,0.147634
5.075,0.147594
5.1,0.147553
5.125,0.147513
5.15,0.147472
5.175,0.14743
5.2,0.147389
5.225,0.147348
5.25,0.147306
5.275,0.147264
5.3,0.147222
5.325,0.147179
5.35,0.147137
5.375,0.147094
5.4,0.147051
5.425,0.147007
5.45,0.146964
5.475,0.14692
5.5,0.146876
5.525,0.146832
5.55,0.146788
5.575,0.146744
5.6,0.146699
5.625,0.146654
5.65,0.146609
5.675,0.146563
5.7,0.146518
5.725,0.146472
5.75,0.146426
5.775,0.146379
5.8,0.146333
5.825,0.146286
5.85,0.146239
5.875,0.146192
5.9,0.146145
5.925,0.146097
5.95,0.146049
5.975,0.146001
6,0.145953
6.025,0.145905
6.05,0.145856
6.075,0.145807
6.1,0.145758
6.125,0.145708
6.15,0.145659
6.175,0.145609
6.2,0.145559
6.225,0.145508
6.25,0.145458
6.275,0.145407
6.3,0.145356
6.325,0.145305
6.35,0.145253
6.375,0.145202
6.4,0.14515
6.425,0.145097
6.45,0.145045
6.475,0.144992
6.5,0.144939
6.525,0.144886
6.55,0.144833
6.575,0.144779
6.6,0.144725
6.625,0.144671
6.65,0.144617
6.675,0.144562
6.7,0.144507
6.725,0.144452
6.75,0.144397
6.775,0.144341
6.8,0.144286
6.825,0.144229
6.85,0.144173
6.875,0.144117
6.9,0.14406
6.925,0.144003
6.95,0.143945
6.975,0.143888
7,0.14383
7.025,0.143772
7.05,0.143713
7.075,0.143655
7.1,0.143596
7.125,0.143537
7.15,0.143477
7.175,0.143418
7.2,0.143358
7.225,0.143298
7.25,0.143237
7.275,0.143177
7.3,0.143116
7.325,0.143054
7.35,0.142993
7.375,0.142931
7.4,0.142869
7.425,0.142807
7.45,0.142744
7.475,0.142681
7.5,0.142618
7.525,0.142555
7.55,0.142491
7.575,0.142427
7.6,0.142363
7.625,0.142298
7.65,0.142234
7.675,0.142169
7.7,0.142103
7.725,0.142038
7.75,0.141972
7.775,0.141906
7.8,0.141839
7.825,0.141772
7.85,0.141705
7.875,0.141638
7.9,0.14157
7.925,0.141502
7.95,0.141434
7.975,0.141366
8,0.141297
8.025,0.141228
8.05,0.141158
8.075,0.141089
8.1,0.141019
8.125,0.140948
8.15,0.140878
8.175,0.140807
8.2,0.140736
8.225,0.140664
8.25,0.140592
8.275,0.14052
8.3,0.140448
8.325,0.140375
8.35,0.140302
8.375,0.140228
8.4,0.140155
8.425,0.140081
8.45,0.140006
8.475,0.139932
8.5,0.139857
8.525,0.139781
8.55,0.139706
8.575,0.13963
8.6,0.139554
8.625,0.139477
8.65,0.1394
8.675,0.139323
8.7,0.139245
8.725,0.139167
8.75,0.139089
8.775,0.13901
8.8,0.138931
8.825,0.138852
8.85,0.138772
8.875,0.138692
8.9,0.138612
8.925,0.138531
8.95,0.13845
8.975,0.138369
9,0.138287
9.025,0.138205
9.05,0.138123
9.075,0.13804
9.1,0.137957
9.125,0.137873
9.15,0.137789
9.175,0.137705
9.2,0.13762
9.225,0.137535
9.25,0.13745
9.275,0.137364
9.3,0.137278
9.325,0.137191
9.35,0.137105
9.375,0.137017
9.4,0.13693
9.425,0.136842
9.45,0.136753
9.475,0.136664
9.5,0.136575
9.525,0.136486
9.55,0.136395
9.575,0.136305
9.6,0.136214
9.625,0.136123
9.65,0.136031
9.675,0.135939
9.7,0.135847
9.725,0.135754
9.75,0.135661
9.775,0.135567
9.8,0.135473
9.825,0.135379
9.85,0.135284
9.875,0.135188
9.9,0.135092
9.925,0.134996
9.95,0.134899
9.975,0.134802
10,0.134705
10.025,0.134607
10.05,0.134508
10.075,0.134409
10.1,0.13431
10.125,0.13421
10.15,0.13411
10.175,0.134009
10.2,0.133908
10.225,0.133806
10.25,0.133704
10.275,0.133601
10.3,0.133498
10.325,0.133395
10.35,0.133291
10.375,0.133186
10.4,0.133081
10.425,0.132976
10.45,0.13287
10.475,0.132763
10.5,0.132656
10.525,0.132548
10.55,0.13244
10.575,0.132332
10.6,0.132223
10.625,0.132113
10.65,0.132003
10.675,0.131892
10.7,0.131781
10.725,0.131669
10.75,0.131557
10.775,0.131444
10.8,0.131331
10.825,0.131217
10.85,0.131103
10.875,0.130988
10.9,0.130872
10.925,0.130756
10.95,0.130639
10.975,0.130522
11,0.130404
11.025,0.130285
11.05,0.130166
11.075,0.130046
11.1,0.129926
11.125,0.129805
11.15,0.129684
11.175,0.129562
11.2,0.129439
11.225,0.129315
11.25,0.129191
11.275,0.129067
11.3,0.128941
11.325,0.128815
11.35,0.128689
11.375,0.128562
11.4,0.128434
11.425,0.128305
11.45,0.128176
11.475,0.128046
11.5,0.127915
11.525,0.127784
11.55,0.127652
11.575,0.127519
11.6,0.127385
11.625,0.127251
11.65,0.127116
11.675,0.126981
11.7,0.126844
11.725,0.126707
11.75,0.126569
11.775,0.12643
11.8,0.126291
11.825,0.12615
11.85,0.126009
11.875,0.125868
11.9,0.125725
11.925,0.125581
11.95,0.125437
11.975,0.125292
12,0.125146
12.025,0.124999
12.05,0.124851
12.075,0.124703
12.1,0.124553
12.125,0.124403
12.15,0.124252
12.175,0.1241
12.2,0.123947
12.225,0.123793
12.25,0.123638
12.275,0.123482
12.3,0.123325
12.325,0.123167
12.35,0.123009
12.375,0.122849
12.4,0.122688
12.425,0.122526
12.45,0.122364
12.475,0.1222
12.5,0.122035
12.525,0.122056
12.55,0.122078
12.575,0.122099
12.6,0.122121
12.625,0.122142
12.65,0.122164
12.675,0.122185
12.7,0.122207
12.725,0.122229
12.75,0.12225
12.775,0.122272
12.8,0.122294
12.825,0.122315
12.85,0.122337
12.875,0.122359
12.9,0.12238
12.925,0.122402
12.95,0.122424
12.975,0.122446
13,0.122468
13.025,0.12249
13.05,0.122511
13.075,0.122533
13.1,0.122555
13.125,0.122577
13.15,0.122599
13.175,0.122621
13.2,0.122643
13.225,0.122665
13.25,0.122687
13.275,0.122709
13.3,0.122731
13.325,0.122753
13.35,0.122776
13.375,0.122798
13.4,0.12282
13.425,0.122842
13.45,0.122864
13.475,0.122886
13.5,0.122909
13.525,0.122931
13.55,0.122953
13.575,0.122976
13.6,0.122998
13.625,0.12302
13.65,0.123043
13.675,0.123065
13.7,0.123088
13.725,0.12311
13.75,0.123132
13.775,0.123155
13.8,0.123177
13.825,0.1232
13.85,0.123222
13.875,0.123245
13.9,0.123268
13.925,0.12329
13.95,0.123313
13.975,0.123336
14,0.123358
14.025,0.123381
14.05,0.123404
14.075,0.123426
14.1,0.123449
14.125,0.123472
14.15,0.123495
14.175,0.123518
14.2,0.123541
14.225,0.123563
14.25,0.123586
14.275,0.123609
14.3,0.123632
14.325,0.123655
14.35,0.123678
14.375,0.123701
14.4,0.123724
14.425,0.123747
14.45,0.12377
14.475,0.123793
14.5,0.123817
14.525,0.12384
14.55,0.123863
14.575,0.123886
14.6,0.123909
14.625,0.123933
14.65,0.123956
14.675,0.123979
14.7,0.124002
14.725,0.124026
14.75,0.124049
14.775,0.124072
14.8,0.124096
14.825,0.124119
14.85,0.124143
14.875,0.124166
14.9,0.12419
14.925,0.124213
14.95,0.124237
14.975,0.12426
15,0.124284
15.025,0.124307
15.05,0.124331
15.075,0.124355
15.1,0.124378
15.125,0.124402
15.15,0.124426
15.175,0.12445
15.2,0.124473
15.225,0.124497
15.25,0.124521
15.275,0.124545
15.3,0.124569
15.325,0.124593
15.35,0.124617
15.375,0.12464
15.4,0.124664
15.425,0.124688
15.45,0.124712
15.475,0.124736
15.5,0.12476
15.525,0.124785
15.55,0.124809
15.575,0.124833
15.6,0.124857
15.625,0.124881
15.65,0.124905
15.675,0.12493
15.7,0.124954
15.725,0.124978
15.75,0.125002
15.775,0.125027
15.8,0.125051
15.825,0.125075
15.85,0.1251
15.875,0.125124
15.9,0.125149
15.925,0.125173
15.95,0.125198
15.975,0.125222
16,0.125247
16.025,0.125271
16.05,0.125296
16.075,0.125321
16.1,0.125345
16.125,0.12537
16.15,0.125395
16.175,0.125419
16.2,0.125444
16.225,0.125469
16.25,0.125494
16.275,0.125519
16.3,0.125543
16.325,0.125568
16.35,0.125593
16.375,0.125618
16.4,0.125643
16.425,0.125668
16.45,0.125693
16.475,0.125718
16.5,0.125743
16.525,0.125768
16.55,0.125793
16.575,0.125818
16.6,0.125844
16.625,0.125869
16.65,0.125894
16.675,0.125919
16.7,0.125944
16.725,0.12597
16.75,0.125995
16.775,0.12602
16.8,0.126046
16.825,0.126071
16.85,0.126097
16.875,0.126122
16.9,0.126148
16.925,0.126173
16.95,0.126199
16.975,0.126224
17,0.12625
17.025,0.126275
17.05,0.126301
17.075,0.126327
17.1,0.126352
17.125,0.126378
17.15,0.126404
17.175,0.12643
17.2,0.126455
17.225,0.126481
17.25,0.126507
17.275,0.126533
17.3,0.126559
17.325,0.126585
17.35,0.126611
17.375,0.126637
17.4,0.126663
17.425,0.126689
17.45,0.126715
17.475,0.126741
17.5,0.126767
17.525,0.126793
17.55,0.126819
17.575,0.126846
17.6,0.126872
17.625,0.126898
17.65,0.126924
17.675,0.126951
17.7,0.126977
17.725,0.127003
17.75,0.12703
17.775,0.127056
17.8,0.127083
17.825,0.127109
17.85,0.127136
17.875,0.127162
17.9,0.127189
17.925,0.127215
17.95,0.127242
17.975,0.127269
18,0.127295
18.025,0.127322
18.05,0.127349
18.075,0.127376
18.1,0.127403
18.125,0.127429
18.15,0.127456
18.175,0.127483
18.2,0.12751
18.225,0.127537
18.25,0.127564
18.275,0.127591
18.3,0.127618
18.325,0.127645
18.35,0.127672
18.375,0.127699
18.4,0.127726
18.425,0.127754
18.45,0.127781
18.475,0.127808
18.5,0.127835
18.525,0.127863
18.55,0.12789
18.575,0.127917
18.6,0.127945
18.625,0.127972
18.65,0.128
18.675,0.128027
18.7,0.128055
18.725,0.128082
18.75,0.12811
18.775,0.128137
18.8,0.128165
18.825,0.128193
18.85,0.12822
18.875,0.128248
18.9,0.128276
18.925,0.128304
18.95,0.128332
18.975,0.128359
19,0.128387
19.025,0.128415
19.05,0.128443
19.075,0.128471
19.1,0.128499
19.125,0.128527
19.15,0.128555
19.175,0.128583
19.2,0.128611
19.225,0.12864
19.25,0.128668
19.275,0.128696
19.3,0.128724
19.325,0.128753
19.35,0.128781
19.375,0.128809
19.4,0.128838
19.425,0.128866
19.45,0.128895
19.475,0.128923
19.5,0.128952
19.525,0.12898
19.55,0.129009
19.575,0.129037
19.6,0.129066
19.625,0.129095
19.65,0.129123
19.675,0.129152
19.7,0.129181
19.725,0.12921
19.75,0.129238
19.775,0.129267
19.8,0.129296
19.825,0.129325
19.85,0.129354
19.875,0.129383
19.9,0.129412
19.925,0.129441
19.95,0.12947
19.975,0.129499
20,0.129529
20.025,0.129558
20.05,0.129587
20.075,0.129616
20.1,0.129646
20.125,0.129675
20.15,0.129704
20.175,0.129734
20.2,0.129763
20.225,0.129793
20.25,0.129822
20.275,0.129852
20.3,0.129881
20.325,0.129911
20.35,0.129941
20.375,0.12997
20.4,0.13
20.425,0.13003
20.45,0.130059
20.475,0.130089
20.5,0.130119
20.525,0.130149
20.55,0.130179
20.575,0.130209
20.6,0.130239
20.625,0.130269
20.65,0.130299
20.675,0.130329
20.7,0.130359
20.725,0.130389
20.75,0.13042
20.775,0.13045
20.8,0.13048
20.825,0.13051
20.85,0.130541
20.875,0.130571
20.9,0.130601
20.925,0.130632
20.95,0.130662
20.975,0.130693
21,0.130723
21.025,0.130754
21.05,0.130785
21.075,0.130815
21.1,0.130846
21.125,0.130877
21.15,0.130908
21.175,0.130938
21.2,0.130969
21.225,0.131
21.25,0.131031
21.275,0.131062
21.3,0.131093
21.325,0.131124
21.35,0.131155
21.375,0.131186
21.4,0.131217
21.425,0.131248
21.45,0.13128
21.475,0.131311
21.5,0.131342
21.525,0.131374
21.55,0.131405
21.575,0.131436
21.6,0.131468
21.625,0.131499
21.65,0.131531
21.675,0.131562
21.7,0.131594
21.725,0.131625
21.75,0.131657
21.775,0.131689
21.8,0.13172
21.825,0.131752
21.85,0.131784
21.875,0.131816
21.9,0.131848
21.925,0.13188
21.95,0.131912
21.975,0.131943
22,0.131975
22.025,0.132008
22.05,0.13204
22.075,0.132072
22.1,0.132104
22.125,0.132136
22.15,0.132168
22.175,0.1322
22.2,0.132233
22.225,0.132265
22.25,0.132297
22.275,0.13233
22.3,0.132362
22.325,0.132394
22.35,0.132427
22.375,0.132459
22.4,0.132492
22.425,0.132524
22.45,0.132557
22.475,0.132589
22.5,0.132622
22.525,0.132654
22.55,0.132687
22.575,0.132719
22.6,0.132752
22.625,0.132784
22.65,0.132817
22.675,0.132849
22.7,0.132882
22.725,0.132914
22.75,0.132947
22.775,0.132979
22.8,0.133012
22.825,0.133044
22.85,0.133076
22.875,0.133108
22.9,0.13314
22.925,0.133172
22.95,0.133204
22.975,0.133236
23,0.133268
23.025,0.133299
23.05,0.133331
23.075,0.133362
23.1,0.133393
23.125,0.133424
23.15,0.133454
23.175,0.133485
23.2,0.133515
23.225,0.133544
23.25,0.133574
23.275,0.133602
23.3,0.133631
23.325,0.133659
23.35,0.133686
23.375,0.133713
23.4,0.133739
23.425,0.133765
23.45,0.133789
23.475,0.133813
23.5,0.133836
23.525,0.133858
23.55,0.133878
23.575,0.133898
23.6,0.133916
23.625,0.133932
23.65,0.133947
23.675,0.13396
23.7,0.133971
23.725,0.13398
23.75,0.133987
23.775,0.133991
23.8,0.133992
23.825,0.13399
23.85,0.133984
23.875,0.133975
23.9,0.133962
23.925,0.133944
23.95,0.133921
23.975,0.133893
24,0.133859
24.025,0.133818
24.05,0.133771
24.075,0.133715
24.1,0.133651
24.125,0.133577
24.15,0.133494
24.175,0.133398
24.2,0.133291
24.225,0.133169
24.25,0.133033
24.275,0.13288
24.3,0.132709
24.325,0.132517
24.35,0.132304
24.375,0.132066
24.4,0.131801
24.425,0.131507
24.45,0.131179
24.475,0.130814
24.5,0.13041
24.525,0.129959
24.55,0.129459
24.575,0.128903
24.6,0.128284
24.625,0.127595
24.65,0.126826
24.675,0.125969
24.7,0.12501
24.725,0.123936
24.75,0.122729
24.775,0.12137
24.8,0.119832
24.825,0.118082
24.85,0.116078
24.875,0.113761
24.9,0.111043
24.925,0.107783
24.95,0.103712
24.975,0.0981224
25,0.0848784
